a,b,c,d,e,f,g,h,i,j
PT-0002-0516TX-0054-003,23279,,PT-0002-0516,LONA IRIS VERDE FOREST ESPUMA 0417 NG PELLON NG,8276,TX-0054-003,PELLON NEGRO,TEIMP,Y,1
PT-0002-0516PR-0001-024,23280,,PT-0002-0516,LONA IRIS VERDE FOREST ESPUMA 0417 NG PELLON NG,8277,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0002-0517ES-0002-021,23281,,PT-0002-0517,LONA FORTE ROJO ESPUMA 0417 NG,8278,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0002-0517PR-0001-001,23282,,PT-0002-0517,LONA FORTE ROJO ESPUMA 0417 NG,8279,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0517TX-0065-006,23283,,PT-0002-0517,LONA FORTE ROJO ESPUMA 0417 NG,8280,TX-0065-006,LONA FORTE ROJO,BON_PROD,Y,1
PT-0002-0518PR-0001-011,23284,,PT-0002-0518,LONA LUX ACERO SARGA CRUDO 1040001682,8281,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0518TX-0066-001,23285,,PT-0002-0518,LONA LUX ACERO SARGA CRUDO 1040001682,8282,TX-0066-001,LONA LUX ACERO 1040003720,BON_PROD,Y,1
PT-0002-0518TX-0108-002,23286,,PT-0002-0518,LONA LUX ACERO SARGA CRUDO 1040001682,8283,TX-0108-002,SARGA FM CRUDO PASTOR,BON_PROD,Y,1
PT-0002-0518PG-0001-006,23287,,PT-0002-0518,LONA LUX ACERO SARGA CRUDO 1040001682,8284,PG-0001-006,FILM ADHESIVO SMELLTEX HM 35 1.45 ROLLO,BON_PROD,Y,1.45
PT-0002-0518PG-0001-001,23288,,PT-0002-0518,LONA LUX ACERO SARGA CRUDO 1040001682,8285,PG-0001-001,ADHESIVO SMELLTEX TPU PX 1.50,BON_PROD,Y,1.5
PT-0002-0519ES-0002-021,23289,,PT-0002-0519,LONA LUX ACERO ESPUMA 0417 NG,8286,ES-0002-021,PEELER 040-014 NEGRO U,TEIMP,Y,1
PT-0002-0519PR-0001-024,23290,,PT-0002-0519,LONA LUX ACERO ESPUMA 0417 NG,8287,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,1
PT-0002-0519TX-0066-001,23291,,PT-0002-0519,LONA LUX ACERO ESPUMA 0417 NG,8288,TX-0066-001,LONA LUX ACERO 1040003720,BON_PROD,Y,1
PT-0002-0520ES-0002-021,23292,,PT-0002-0520,LONA LUX ACERO ESPUMA 0417 NG GASA NG,8289,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0002-0520PR-0001-001,23293,,PT-0002-0520,LONA LUX ACERO ESPUMA 0417 NG GASA NG,8290,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-0520TX-0040-002,23294,,PT-0002-0520,LONA LUX ACERO ESPUMA 0417 NG GASA NG,8291,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0002-0520TX-0066-001,23295,,PT-0002-0520,LONA LUX ACERO ESPUMA 0417 NG GASA NG,8292,TX-0066-001,LONA LUX ACERO 1040003720,BON_PROD,Y,1
PT-0002-0521PR-0001-011,23296,,PT-0002-0521,LONA LUX ACERO KOREANO 110 NG 1040004402,8293,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0521TX-0066-001,23297,,PT-0002-0521,LONA LUX ACERO KOREANO 110 NG 1040004402,8294,TX-0066-001,LONA LUX ACERO 1040003720,BON_PROD,Y,1
PT-0002-0521TX-0054-014,23298,,PT-0002-0521,LONA LUX ACERO KOREANO 110 NG 1040004402,8295,TX-0054-014,KOREANO 110 NEGRO,TEIMP,Y,1
PT-0002-0522PR-0001-001,23299,,PT-0002-0522,LONA LUX ACERO TST 180 BC,8296,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0522TX-0066-001,23300,,PT-0002-0522,LONA LUX ACERO TST 180 BC,8297,TX-0066-001,LONA LUX ACERO 1040003720,BON_PROD,Y,1
PT-0002-0522TX-0127-001,23301,,PT-0002-0522,LONA LUX ACERO TST 180 BC,8298,TX-0127-001,TST 180 BLANCO SUAVE,BON_PROD,Y,1
PT-0002-0523TX-0066-002,23302,,PT-0002-0523,LONA LUX AZUL SARGA CRUDO,8299,TX-0066-002,LONA LUX AZUL,BON_PROD,Y,1
PT-0002-0523TX-0108-002,23303,,PT-0002-0523,LONA LUX AZUL SARGA CRUDO,8300,TX-0108-002,SARGA FM CRUDO PASTOR,BON_PROD,Y,1
PT-0002-0523PR-0001-027,23304,,PT-0002-0523,LONA LUX AZUL SARGA CRUDO,8301,PR-0001-027,PROCESO LAMINADO ACRILICO TELA CON TELA,BON_PROD,Y,1
PT-0002-0524TX-0066-002,23305,,PT-0002-0524,LONA LUX AZUL ESPUMA 0417 NG,8302,TX-0066-002,LONA LUX AZUL,BON_PROD,Y,1
PT-0002-0524ES-0002-021,23306,,PT-0002-0524,LONA LUX AZUL ESPUMA 0417 NG,8303,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0002-0524PR-0001-024,23307,,PT-0002-0524,LONA LUX AZUL ESPUMA 0417 NG,8304,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,1
PT-0002-0525TX-0066-003,23308,,PT-0002-0525,LONA LUX CAFE ESPUMA 0317 NG,8305,TX-0066-003,LONA LUX CAFE,BON_PROD,Y,1
PT-0002-0525ES-0002-007,23309,,PT-0002-0525,LONA LUX CAFE ESPUMA 0317 NG,8306,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0002-0525PR-0001-001,23310,,PT-0002-0525,LONA LUX CAFE ESPUMA 0317 NG,8307,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0526ES-0002-021,23311,,PT-0002-0526,LONA LUX CAFE ESPUMA 0417 NG,8308,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0002-0526PR-0001-001,23312,,PT-0002-0526,LONA LUX CAFE ESPUMA 0417 NG,8309,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0526TX-0066-003,23313,,PT-0002-0526,LONA LUX CAFE ESPUMA 0417 NG,8310,TX-0066-003,LONA LUX CAFE,BON_PROD,Y,1
PT-0002-0527ES-0002-029,23314,,PT-0002-0527,LONA LUX CAFE ESPUMA 0517 NG GASA BC,8311,ES-0002-029,PEELER 050-014 NEGRO U,BON_PROD,Y,1
PT-0002-0527PR-0001-001,23315,,PT-0002-0527,LONA LUX CAFE ESPUMA 0517 NG GASA BC,8312,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-0527TX-0040-001,23316,,PT-0002-0527,LONA LUX CAFE ESPUMA 0517 NG GASA BC,8313,TX-0040-001,FORRO GASA BLANCO,BON_PROD,Y,1
PT-0002-0527TX-0066-003,23317,,PT-0002-0527,LONA LUX CAFE ESPUMA 0517 NG GASA BC,8314,TX-0066-003,LONA LUX CAFE,BON_PROD,Y,1
PT-0002-0528PR-0001-011,23318,,PT-0002-0528,LONA LUX CAFE SARGA CRUDO,8315,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0528TX-0066-003,23319,,PT-0002-0528,LONA LUX CAFE SARGA CRUDO,8316,TX-0066-003,LONA LUX CAFE,BON_PROD,Y,1
PT-0002-0528TX-0108-002,23320,,PT-0002-0528,LONA LUX CAFE SARGA CRUDO,8317,TX-0108-002,SARGA FM CRUDO PASTOR,BON_PROD,Y,1
PT-0002-0528PG-0001-006,23321,,PT-0002-0528,LONA LUX CAFE SARGA CRUDO,8318,PG-0001-006,FILM ADHESIVO SMELLTEX HM 35 1.45 ROLLO,BON_PROD,Y,1.45
PT-0002-0528PG-0001-001,23322,,PT-0002-0528,LONA LUX CAFE SARGA CRUDO,8319,PG-0001-001,ADHESIVO SMELLTEX TPU PX 1.50,BON_PROD,Y,1.5
PT-0002-0529PR-0001-011,23323,,PT-0002-0529,LONA LUX NEGRO FLIS NG,8320,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0529TX-0066-004,23324,,PT-0002-0529,LONA LUX NEGRO FLIS NG,8321,TX-0066-004,LONA LUX NEGRO 1040001483,BON_PROD,Y,1
PT-0002-0529TX-0171-001,23325,,PT-0002-0529,LONA LUX NEGRO FLIS NG,8322,TX-0171-001,FLIS NEGRO,BON_PROD,Y,1
PT-0002-0529PG-0001-025,23326,,PT-0002-0529,LONA LUX NEGRO FLIS NG,8323,PG-0001-025,ADHESIVO SMELLTEX TPU CE 200 1.50,BON_PROD,Y,1.5
PT-0002-0530TX-0265-005,23327,,PT-0002-0530,LONA IRIS BLANCO ESPUMA 0417 BC PELLON BC,8324,TX-0265-005,LONA IRIS BLANCO,MATP,Y,1
PT-0002-0530ES-0002-019,23328,,PT-0002-0530,LONA IRIS BLANCO ESPUMA 0417 BC PELLON BC,8325,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0002-0530TX-0054-001,23329,,PT-0002-0530,LONA IRIS BLANCO ESPUMA 0417 BC PELLON BC,8326,TX-0054-001,PELLON BLANCO,MATP,Y,1
PT-0002-0530PR-0001-001,23330,,PT-0002-0530,LONA IRIS BLANCO ESPUMA 0417 BC PELLON BC,8327,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-0531PR-0001-011,23331,,PT-0002-0531,LONA LUX NEGRO SARGA CRUDO,8328,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0531TX-0066-004,23332,,PT-0002-0531,LONA LUX NEGRO SARGA CRUDO,8329,TX-0066-004,LONA LUX NEGRO 1040001483,BON_PROD,Y,1
PT-0002-0531TX-0108-002,23333,,PT-0002-0531,LONA LUX NEGRO SARGA CRUDO,8330,TX-0108-002,SARGA FM CRUDO PASTOR,BON_PROD,Y,1
PT-0002-0531PG-0001-031,23334,,PT-0002-0531,LONA LUX NEGRO SARGA CRUDO,8331,PG-0001-031,BRASMELT TPU PX 200,BON_PROD,Y,1.5
PT-0002-0532TX-0066-004,23335,,PT-0002-0532,LONA LUX NEGRO KOREANO 110 NG 1040004406,8332,TX-0066-004,LONA LUX NEGRO 1040001483,BON_PROD,Y,1
PT-0002-0532TX-0054-014,23336,,PT-0002-0532,LONA LUX NEGRO KOREANO 110 NG 1040004406,8333,TX-0054-014,KOREANO 110 NEGRO,BON_PROD,Y,1
PT-0002-0532PR-0001-011,23337,,PT-0002-0532,LONA LUX NEGRO KOREANO 110 NG 1040004406,8334,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0532PG-0001-031,23338,,PT-0002-0532,LONA LUX NEGRO KOREANO 110 NG 1040004406,8335,PG-0001-031,BRASMELT TPU PX 200,BON_PROD,Y,1.5
PT-0002-0533TX-0066-004,23339,,PT-0002-0533,LONA LUX NEGRO KOREANO 70 NG,8336,TX-0066-004,LONA LUX NEGRO 1040001483,BON_PROD,Y,1
PT-0002-0533PR-0001-011,23340,,PT-0002-0533,LONA LUX NEGRO KOREANO 70 NG,8337,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0533TX-0054-010,23341,,PT-0002-0533,LONA LUX NEGRO KOREANO 70 NG,8338,TX-0054-010,KOREANO STD NEGRO,TEIMP,Y,1
PT-0002-0533PG-0001-025,23342,,PT-0002-0533,LONA LUX NEGRO KOREANO 70 NG,8339,PG-0001-025,ADHESIVO SMELLTEX TPU CE 200 1.50,BONINSUM,Y,1.5
PT-0002-0534PR-0001-027,23343,,PT-0002-0534,LONA LUX NEGRO TST 180 NG RIG,8340,PR-0001-027,PROCESO LAMINADO ACRILICO TELA CON TELA,BON_PROD,Y,1
PT-0002-0534TX-0066-004,23344,,PT-0002-0534,LONA LUX NEGRO TST 180 NG RIG,8341,TX-0066-004,LONA LUX NEGRO 1040001483,BON_PROD,Y,1
PT-0002-0534TX-0127-002,23345,,PT-0002-0534,LONA LUX NEGRO TST 180 NG RIG,8342,TX-0127-002,TST 180 NEGRO SUAVE,MATP,Y,1
PT-0002-0535TX-0066-004,23346,,PT-0002-0535,LONA LUX NEGRO ESPUMA 0417 NG,8343,TX-0066-004,LONA LUX NEGRO 1040001483,BON_PROD,Y,1
PT-0002-0535ES-0002-021,23347,,PT-0002-0535,LONA LUX NEGRO ESPUMA 0417 NG,8344,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0002-0535PR-0001-024,23348,,PT-0002-0535,LONA LUX NEGRO ESPUMA 0417 NG,8345,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,1
PT-0002-0536TX-0254-019,23349,,PT-0002-0536,PAXTON HOT PINK ESPUMA 0417 BC SATINADO BC,8346,TX-0254-019,PAXTON HOT PINK,MATP,Y,1
PT-0002-0536ES-0002-019,23350,,PT-0002-0536,PAXTON HOT PINK ESPUMA 0417 BC SATINADO BC,8347,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0002-0536TX-0110-020,23351,,PT-0002-0536,PAXTON HOT PINK ESPUMA 0417 BC SATINADO BC,8348,TX-0110-020,SATINADO X BLANCO,MATP,Y,1
PT-0002-0536PR-0001-001,23352,,PT-0002-0536,PAXTON HOT PINK ESPUMA 0417 BC SATINADO BC,8349,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-0537TX-0254-010,23353,,PT-0002-0537,PAXTON OSTION ESPUMA 0417 BC SATINADO BC,8350,TX-0254-010,PAXTON OSTION,MATP,Y,1
PT-0002-0537ES-0002-019,23354,,PT-0002-0537,PAXTON OSTION ESPUMA 0417 BC SATINADO BC,8351,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0002-0537TX-0110-020,23355,,PT-0002-0537,PAXTON OSTION ESPUMA 0417 BC SATINADO BC,8352,TX-0110-020,SATINADO X BLANCO,MATP,Y,1
PT-0002-0537PR-0001-001,23356,,PT-0002-0537,PAXTON OSTION ESPUMA 0417 BC SATINADO BC,8353,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-0538PR-0001-011,23357,,PT-0002-0538,LONA PRIX MARINO SARGA CRUDO,8354,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0538TX-0068-003,23358,,PT-0002-0538,LONA PRIX MARINO SARGA CRUDO,8355,TX-0068-003,LONA PRIX AZUL MARINO,BON_PROD,Y,1
PT-0002-0538TX-0108-002,23359,,PT-0002-0538,LONA PRIX MARINO SARGA CRUDO,8356,TX-0108-002,SARGA FM CRUDO PASTOR,BON_PROD,Y,1
PT-0002-0538PG-0001-019,23360,,PT-0002-0538,LONA PRIX MARINO SARGA CRUDO,8357,PG-0001-019,FILM ADHESIVO SMELLTEX PU 100 ANCHO 1.45,BONINSUM,Y,1.45
PT-0002-0539TX-0254-008,23361,,PT-0002-0539,PAXTON BLUSH ESPUMA 0417 BC SATINADO BC,8358,TX-0254-008,PAXTON BLUSH,MATP,Y,1
PT-0002-0539ES-0002-019,23362,,PT-0002-0539,PAXTON BLUSH ESPUMA 0417 BC SATINADO BC,8359,ES-0002-019,PEELER 040-014 BLANCO U,BON_PROD,Y,1
PT-0002-0539TX-0110-020,23363,,PT-0002-0539,PAXTON BLUSH ESPUMA 0417 BC SATINADO BC,8360,TX-0110-020,SATINADO X BLANCO,MATP,Y,1
PT-0002-0539PR-0001-001,23364,,PT-0002-0539,PAXTON BLUSH ESPUMA 0417 BC SATINADO BC,8361,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0540BA-0001-006,23365,,PT-0002-0540,LONA PRIX NEGRO BASE DONNA GRIS 1040003903,8362,BA-0001-006,BASE GRIS DN 060 RP,BON_PROD,Y,1
PT-0002-0540PG-0001-031,23366,,PT-0002-0540,LONA PRIX NEGRO BASE DONNA GRIS 1040003903,8363,PG-0001-031,BRASMELT TPU PX 200,BON_PROD,Y,1.5
PT-0002-0540TX-0068-004,23367,,PT-0002-0540,LONA PRIX NEGRO BASE DONNA GRIS 1040003903,8364,TX-0068-004,LONA PRIX NEGRO 1040004303,BON_PROD,Y,1
PT-0002-0540PR-0001-011,23368,,PT-0002-0540,LONA PRIX NEGRO BASE DONNA GRIS 1040003903,8365,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0541PR-0001-001,23369,,PT-0002-0541,LONA PRIX NEGRO TST 270 NG RIG,8366,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0541TX-0068-004,23370,,PT-0002-0541,LONA PRIX NEGRO TST 270 NG RIG,8367,TX-0068-004,LONA PRIX NEGRO 1040004303,BON_PROD,Y,1
PT-0002-0541TX-0127-008,23371,,PT-0002-0541,LONA PRIX NEGRO TST 270 NG RIG,8368,TX-0127-008,TST 270 NEGRO RIGIDO,BON_PROD,Y,1
PT-0002-0542TX-0068-002,23372,,PT-0002-0542,LONA PRIX GRIS OXFORD FLIS BLANCO,8369,TX-0068-002,LONA PRIX GRIS OXFORD,MATP,Y,1
PT-0002-0542TX-0171-002,23373,,PT-0002-0542,LONA PRIX GRIS OXFORD FLIS BLANCO,8370,TX-0171-002,FLIS BLANCO,MATP,Y,1
PT-0002-0542PR-0001-011,23374,,PT-0002-0542,LONA PRIX GRIS OXFORD FLIS BLANCO,8371,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0542PG-0001-030,23375,,PT-0002-0542,LONA PRIX GRIS OXFORD FLIS BLANCO,8372,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0002-0543SI-0122-003,23376,,PT-0002-0543,NAIROBI BLANCO ESPUMA 0417 BC,8373,SI-0122-003,NAIROBI BLANCO,MATP,Y,1
PT-0002-0543ES-0002-019,23377,,PT-0002-0543,NAIROBI BLANCO ESPUMA 0417 BC,8374,ES-0002-019,PEELER 040-014 BLANCO U,MATP,Y,1
PT-0002-0543PR-0001-001,23378,,PT-0002-0543,NAIROBI BLANCO ESPUMA 0417 BC,8375,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0544PR-0001-001,23379,,PT-0002-0544,MALLA FISH AZUL REY TST 180 BC,8376,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0544TX-0070-001,23380,,PT-0002-0544,MALLA FISH AZUL REY TST 180 BC,8377,TX-0070-001,MALLA FISH AZUL REY,BON_PROD,Y,1
PT-0002-0544TX-0127-001,23381,,PT-0002-0544,MALLA FISH AZUL REY TST 180 BC,8378,TX-0127-001,TST 180 BLANCO SUAVE,BON_PROD,Y,1
PT-0002-0545MQ-0060-027,23382,,PT-0002-0545,BOMBAY BLANCO MONKEY NEOPRENO NG,8379,MQ-0060-027,BOMBAY BLANCO MONKEY POWER AP,BON_PROD,Y,1
PT-0002-0545TX-0206-001,23383,,PT-0002-0545,BOMBAY BLANCO MONKEY NEOPRENO NG,8380,TX-0206-001,NEOPRENO NEGRO 1040003921,BON_PROD,Y,1
PT-0002-0545PR-0001-011,23384,,PT-0002-0545,BOMBAY BLANCO MONKEY NEOPRENO NG,8381,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0002-0545PG-0001-030,23385,,PT-0002-0545,BOMBAY BLANCO MONKEY NEOPRENO NG,8382,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0002-0546TX-0070-002,23386,,PT-0002-0546,MALLA FISH BLANCO TST 180 BC,8383,TX-0070-002,MALLA FISH BLANCO,BON_PROD,N,1
PT-0002-0546TX-0127-001,23387,,PT-0002-0546,MALLA FISH BLANCO TST 180 BC,8384,TX-0127-001,TST 180 BLANCO SUAVE,BON_PROD,Y,1
PT-0002-0546PR-0001-027,23388,,PT-0002-0546,MALLA FISH BLANCO TST 180 BC,8385,PR-0001-027,PROCESO LAMINADO ACRILICO TELA CON TELA,BON_PROD,Y,1
PT-0002-0547PR-0001-001,23389,,PT-0002-0547,MALLA FISH BLANCO TST 180 BC RIG,8386,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0547TX-0070-002,23390,,PT-0002-0547,MALLA FISH BLANCO TST 180 BC RIG,8387,TX-0070-002,MALLA FISH BLANCO,BON_PROD,N,1
PT-0002-0547TX-0127-003,23391,,PT-0002-0547,MALLA FISH BLANCO TST 180 BC RIG,8388,TX-0127-003,TST 180 BLANCO RIGIDO,BON_PROD,Y,1
PT-0002-0548ES-0002-007,23392,,PT-0002-0548,MALLA FISH MARINO ESPUMA 0317 NG TST 180 NG,8389,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0002-0548PR-0001-001,23393,,PT-0002-0548,MALLA FISH MARINO ESPUMA 0317 NG TST 180 NG,8390,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-0548TX-0070-007,23394,,PT-0002-0548,MALLA FISH MARINO ESPUMA 0317 NG TST 180 NG,8391,TX-0070-007,MALLA FISH AZUL MARINO,BON_PROD,N,1
PT-0002-0548TX-0127-002,23395,,PT-0002-0548,MALLA FISH MARINO ESPUMA 0317 NG TST 180 NG,8392,TX-0127-002,TST 180 NEGRO SUAVE,BON_PROD,Y,1
PT-0002-0549TX-0070-007,23396,,PT-0002-0549,MALLA FISH MARINO TST 180 NG,8393,TX-0070-007,MALLA FISH AZUL MARINO,BON_PROD,N,1
PT-0002-0549TX-0127-002,23397,,PT-0002-0549,MALLA FISH MARINO TST 180 NG,8394,TX-0127-002,TST 180 NEGRO SUAVE,BON_PROD,Y,1
PT-0002-0549PR-0001-027,23398,,PT-0002-0549,MALLA FISH MARINO TST 180 NG,8395,PR-0001-027,PROCESO LAMINADO ACRILICO TELA CON TELA,BON_PROD,Y,1
PT-0002-0550ES-0002-009,23399,,PT-0002-0550,MALLA FISH NEGRO ESPUMA 0317 NG GASA NG,8396,ES-0002-009,PEELER 030-017 NEGRO,BON_PROD,Y,1
PT-0002-0550PR-0001-001,23400,,PT-0002-0550,MALLA FISH NEGRO ESPUMA 0317 NG GASA NG,8397,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-0550TX-0040-002,23401,,PT-0002-0550,MALLA FISH NEGRO ESPUMA 0317 NG GASA NG,8398,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0002-0550TX-0070-008,23402,,PT-0002-0550,MALLA FISH NEGRO ESPUMA 0317 NG GASA NG,8399,TX-0070-008,MALLA FISH NEGRO,BON_PROD,Y,1
PT-0002-0551ES-0002-007,23403,,PT-0002-0551,MALLA FISH NEGRO ESPUMA 0317 NG TST 180 NG,8400,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0002-0551PR-0001-001,23404,,PT-0002-0551,MALLA FISH NEGRO ESPUMA 0317 NG TST 180 NG,8401,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0002-0551TX-0070-008,23405,,PT-0002-0551,MALLA FISH NEGRO ESPUMA 0317 NG TST 180 NG,8402,TX-0070-008,MALLA FISH NEGRO,BON_PROD,Y,1
PT-0002-0551TX-0127-002,23406,,PT-0002-0551,MALLA FISH NEGRO ESPUMA 0317 NG TST 180 NG,8403,TX-0127-002,TST 180 NEGRO SUAVE,BON_PROD,Y,1
PT-0002-0552MQ-0012-003,23407,,PT-0002-0552,MALLA FISH NEGRO TST 180 NG RIGIDO,8404,MQ-0012-003,MALLA FISH NEGRO T,BON_PROD,N,1
PT-0002-0552PR-0001-027,23408,,PT-0002-0552,MALLA FISH NEGRO TST 180 NG RIGIDO,8405,PR-0001-027,PROCESO LAMINADO ACRILICO TELA CON TELA,BON_PROD,Y,1
PT-0002-0552TX-0127-004,23409,,PT-0002-0552,MALLA FISH NEGRO TST 180 NG RIGIDO,8406,TX-0127-004,TST 180 NEGRO RIGIDO,BON_PROD,Y,1
PT-0002-0553TX-0070-008,23410,,PT-0002-0553,MALLA FISH NEGRO TST 180 NG SUAVE,8407,TX-0070-008,MALLA FISH NEGRO,BON_PROD,Y,1
PT-0002-0553TX-0127-002,23411,,PT-0002-0553,MALLA FISH NEGRO TST 180 NG SUAVE,8408,TX-0127-002,TST 180 NEGRO SUAVE,BON_PROD,Y,1
PT-0002-0553PR-0001-027,23412,,PT-0002-0553,MALLA FISH NEGRO TST 180 NG SUAVE,8409,PR-0001-027,PROCESO LAMINADO ACRILICO TELA CON TELA,BON_PROD,Y,1
PT-0002-0554PR-0001-027,23413,,PT-0002-0554,MALLA FISH OXFORD TST 180 NG,8410,PR-0001-027,PROCESO LAMINADO ACRILICO TELA CON TELA,BON_PROD,Y,1
PT-0002-0554TX-0070-009,23414,,PT-0002-0554,MALLA FISH OXFORD TST 180 NG,8411,TX-0070-009,MALLA FISH OXFORD,BON_PROD,Y,1
PT-0002-0554TX-0127-002,23415,,PT-0002-0554,MALLA FISH OXFORD TST 180 NG,8412,TX-0127-002,TST 180 NEGRO SUAVE,BON_PROD,Y,1
PT-0002-0555TX-0238-010,23416,,PT-0002-0555,MALLA BIO OXFORD EVA 1.5MM NG,8413,TX-0238-010,MALLA BIO OXFORD,TEIMP,Y,1
PT-0002-0555EV-0001-002,23417,,PT-0002-0555,MALLA BIO OXFORD EVA 1.5MM NG,8414,EV-0001-002,EVA 015040 NEGRO EP,MATP,Y,1
PT-0002-0555PR-0001-004,23418,,PT-0002-0555,MALLA BIO OXFORD EVA 1.5MM NG,8415,PR-0001-004,PROCESO LAMINADO LATEX,BON_PROD,Y,1
PT-0002-0556TX-0005-027,23419,,PT-0002-0556,ALFA SEPIA MEMORY DRY 4MM,8416,TX-0005-027,ALFA SEPIA,BON_PROD,Y,1
PT-0002-0556ES-0003-001,23420,,PT-0002-0556,ALFA SEPIA MEMORY DRY 4MM,8417,ES-0003-001,MEMORY DRY 4MM AMARILLO,BON_PROD,Y,1
PT-0002-0556PR-0001-004,23421,,PT-0002-0556,ALFA SEPIA MEMORY DRY 4MM,8418,PR-0001-004,PROCESO LAMINADO LATEX,BON_PROD,Y,1
PT-0002-0557TX-0070-011,23422,,PT-0002-0557,MALLA FISH ROJO TST 180 BC,8419,TX-0070-011,MALLA FISH ROJO,BON_PROD,N,1
PT-0002-0557TX-0127-001,23423,,PT-0002-0557,MALLA FISH ROJO TST 180 BC,8420,TX-0127-001,TST 180 BLANCO SUAVE,BON_PROD,Y,1
PT-0002-0557PR-0001-001,23424,,PT-0002-0557,MALLA FISH ROJO TST 180 BC,8421,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0558PR-0001-001,23425,,PT-0002-0558,MALLA FISH ROJO TST 180 NG,8422,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,1
PT-0002-0558TX-0070-011,23426,,PT-0002-0558,MALLA FISH ROJO TST 180 NG,8423,TX-0070-011,MALLA FISH ROJO,BON_PROD,N,1
PT-0002-0558TX-0127-002,23427,,PT-0002-0558,MALLA FISH ROJO TST 180 NG,8424,TX-0127-002,TST 180 NEGRO SUAVE,BON_PROD,Y,1
PT-0002-0559ES-0002-052,23428,,PT-0002-0559,MAQUILA ESPUMA 045050 BC GASA NG,8425,ES-0002-052,PEELER 045-050 BLANCO U,BON_PROD,Y,1
